"","assessment_sequence_id","student_id","student_or_la","pre_agree_to_participate","pre_submitted","pre_duration","post_agree_to_participate","post_submitted","post_duration","pre_answered","post_answered","pre_score","post_score","effect_size","learning_gain","gender_text","male","female","transgender","genderqueer_nonconforming","gender_noanswer","gender_other","hispanic","white","black","asian","american_indian","hawaiian_or_other_pacific_islander","race_noanswer","race_other","year_in_school","first_time","min_week_w_la_0","min_week_w_la_1to5","min_week_w_la_6to15","min_week_w_la_16to30","min_week_w_la_30plus","pre_1","pre_2","pre_3","pre_4","pre_5","pre_6","pre_7","pre_8","pre_9","pre_10","pre_11","pre_12","pre_13","pre_14","pre_15","pre_16","pre_17","pre_18","pre_19","pre_20","pre_21","pre_22","pre_23","pre_24","pre_25","pre_26","pre_27","pre_28","pre_29","pre_30","pre_31","pre_32","pre_33","pre_34","pre_35","pre_36","pre_37","pre_38","pre_39","pre_40","pre_41","pre_42","pre_43","pre_44","pre_45","pre_46","pre_47","post_1","post_2","post_3","post_4","post_5","post_6","post_7","post_8","post_9","post_10","post_11","post_12","post_13","post_14","post_15","post_16","post_17","post_18","post_19","post_20","post_21","post_22","post_23","post_24","post_25","post_26","post_27","post_28","post_29","post_30","post_31","post_32","post_33","post_34","post_35","post_36","post_37","post_38","post_39","post_40","post_41","post_42","post_43","post_44","post_45","post_46","post_47","pre_48","pre_49","pre_50","post_48","post_49","post_50","course_id","institution_id","ccihe_id","term","year","Bio","Chem","Math","Physics","Astronomy","n_of_qs_on_assessment","students_enrolled","pre_tests_completed","pre_agrees_to_participate","pre_declines_to_participate","post_tests_completed","post_agrees_to_participate","post_declines_to_participate","pre_nonresponses_to_participate","post_non_responses_to_participate","student_to_la_ratio","course_strat_interactive_lecture","course_strat_lecture","course_strat_discuss_small_groups","course_strat_design_activities","course_strat_req_work_together","course_strat_instr_solves_quant","course_strat_instr_solves_qual","course_strat_students_solve_quant","course_strat_students_solve_qual","times_taught","course_learning_goals_prob_solving","course_learning_goals_concept_understanding","course_learning_goals_attitudes_appreciation","course_use_las","la_primary_role","la_secondary_role","weekly_planning_time","times_taught_w_las","used_collaborative_learning","how_collected","community_college","public_inst","assessment_code","course_strat_integrated_lab_lecture","participate_credit_pre","participate_credit_post","participate_email_reminders","participate_inclass_reminders","discipline","has_multiple_versions","filter_question","PRE_start_date","PRE_end_date","POST_start_date","POST_end_date","pre_51","pre_52","post_51","post_52","ethnicity_text","race_text","time_with_la","pre_demographics_before","pre_assessment_version","post_demographics_before","post_assessment_version","n_of_qs_on_assessment_post","parent_degree","mideastern","multiracial","pre_consent","post_consent","pre_1_C","pre_2_C","pre_3_C","pre_4_C","pre_5_C","pre_6_C","pre_7_C","pre_8_C","pre_9_C","pre_10_C","pre_11_C","pre_12_C","pre_13_C","pre_14_C","pre_15_C","pre_16_C","pre_17_C","pre_18_C","pre_19_C","pre_20_C","pre_21_C","pre_22_C","pre_23_C","pre_24_C","pre_25_C","post_1_C","post_2_C","post_3_C","post_4_C","post_5_C","post_6_C","post_7_C","post_8_C","post_9_C","post_10_C","post_11_C","post_12_C","post_13_C","post_14_C","post_15_C","post_16_C","post_17_C","post_18_C","post_19_C","post_20_C","post_21_C","post_22_C","post_23_C","post_24_C","post_25_C"
"2385","619","16924","Student",NA,NA,NA,"I agree to participate","2016-12-03 14:13:22",205.771,NA,100,NA,16,NA,NA,"Male",1,0,0,0,0,0,0,1,0,0,0,0,0,0,"1st",0,1,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"c","d","b","c","b","c","c","a","b","b","d","c","e","b","c","c","d","b","a","c","b","b","d","c","c","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-",NA,NA,NA,"-","-","-",459,225,110538,"Fall","2016",0,0,1,0,0,25,35,15,19,0,17,19,0,14,12,"N/A","No","Yes","Yes",NA,"Yes",NA,NA,NA,NA,"2",NA,NA,NA,"1","Facilitate small group discussions/activities during lecture (more than 50% of the total class time)",NA,30,"0",NA,"online",0,"Public","PCA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
"2386","619","16928","Student",NA,NA,NA,"I agree to participate","2016-12-04 21:13:13",1982.455,NA,100,NA,40,NA,NA,"Male",1,0,0,0,0,0,0,1,0,0,0,0,0,0,"1st",1,0,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"c","b","d","c","b","e","d","d","e","d","d","a","a","a","d","d","d","b","b","a","b","b","c","c","e","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-",NA,NA,NA,"-","-","-",459,225,110538,"Fall","2016",0,0,1,0,0,25,35,15,19,0,17,19,0,14,12,"N/A","No","Yes","Yes",NA,"Yes",NA,NA,NA,NA,"2",NA,NA,NA,"1","Facilitate small group discussions/activities during lecture (more than 50% of the total class time)",NA,30,"0",NA,"online",0,"Public","PCA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,0,1,0,0,0,1,1,0,1,0,0,0,1,0,1,1,1,0,0,0,0,0
"2387","619","16927","Student","I agree to participate",NA,NA,"I agree to participate","2016-12-07 13:02:04",2034.201,NA,100,NA,24,NA,NA,"Male",1,0,0,0,0,0,0,0,0,0,0,0,0,1,"5th",1,0,0,1,0,0,"-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","c","a","b","b","a","b","a","e","b","a","d","b","e","d","a","d","c","c","d","c","e","d","d","a","d","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-",459,225,110538,"Fall","2016",0,0,1,0,0,25,35,15,19,0,17,19,0,14,12,"N/A","No","Yes","Yes",NA,"Yes",NA,NA,NA,NA,"2",NA,NA,NA,"1","Facilitate small group discussions/activities during lecture (more than 50% of the total class time)",NA,30,"0",NA,"online",0,"Public","PCA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,1,1,0,0
"2388","619","16929","Student",NA,NA,NA,"I agree to participate","2016-12-10 14:37:07",551.67,NA,100,NA,16,NA,NA,"Female",0,1,0,0,0,0,1,0,0,0,0,0,1,0,"1st",1,0,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"c","c","c","c","d","d","b","e","b","b","d","c","e","c","a","e","d","a","a","c","e","d","b","b","b","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-",NA,NA,NA,"-","-","-",459,225,110538,"Fall","2016",0,0,1,0,0,25,35,15,19,0,17,19,0,14,12,"N/A","No","Yes","Yes",NA,"Yes",NA,NA,NA,NA,"2",NA,NA,NA,"1","Facilitate small group discussions/activities during lecture (more than 50% of the total class time)",NA,30,"0",NA,"online",0,"Public","PCA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
"2389","619","16930","Student","I agree to participate","2016-09-21 19:49:25",3738.983,NA,NA,NA,100,NA,24,NA,NA,NA,"Male",1,0,0,0,0,0,1,0,1,0,0,0,0,0,"1st",1,0,0,0,0,0,"c","c","a","e","d","d","c","c","e","a","e","c","d","a","e","d","e","b","a","a","b","b","e","e","e","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"-","-","-",NA,NA,NA,459,225,110538,"Fall","2016",0,0,1,0,0,25,35,15,19,0,17,19,0,14,12,"N/A","No","Yes","Yes",NA,"Yes",NA,NA,NA,NA,"2",NA,NA,NA,"1","Facilitate small group discussions/activities during lecture (more than 50% of the total class time)",NA,30,"0",NA,"online",0,"Public","PCA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2390","619","9275","Student","I agree to participate","2016-09-30 14:13:05",2289.252,NA,NA,NA,100,NA,44,NA,NA,NA,"Female",0,1,0,0,0,0,0,1,0,0,0,0,0,0,"3rd",1,0,0,0,0,0,"c","b","d","b","b","c","c","a","e","a","c","a","b","c","b","d","b","c","b","d","b","b","d","c","b","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"-","-","-",NA,NA,NA,459,225,110538,"Fall","2016",0,0,1,0,0,25,35,15,19,0,17,19,0,14,12,"N/A","No","Yes","Yes",NA,"Yes",NA,NA,NA,NA,"2",NA,NA,NA,"1","Facilitate small group discussions/activities during lecture (more than 50% of the total class time)",NA,30,"0",NA,"online",0,"Public","PCA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,1,1,1,0,1,0,1,0,1,0,0,1,0,0,1,1,0,0,1,0,0,0,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2391","619","16932","Student","I agree to participate","2016-09-26 08:53:27",1227.279,"I agree to participate","2016-12-09 12:52:34",928.805,100,100,28,32,0.323875137815658,"0.055555555555556","Female",0,1,0,0,0,0,0,1,0,0,0,0,0,0,"5th",1,0,1,0,0,0,"c","c","c","c","b","b","d","d","a","a","b","c","a","b","c","d","d","c","b","a","b","d","c","c","a","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","c","a","c","d","d","c","d","d","b","d","b","d","c","c","b","c","e","b","b","a","e","d","c","e","b","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-",459,225,110538,"Fall","2016",0,0,1,0,0,25,35,15,19,0,17,19,0,14,12,"N/A","No","Yes","Yes",NA,"Yes",NA,NA,NA,NA,"2",NA,NA,NA,"1","Facilitate small group discussions/activities during lecture (more than 50% of the total class time)",NA,30,"0",NA,"online",0,"Public","PCA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,1,1,1,0,1,0,0,1
"2392","619","16934","Student","I agree to participate",NA,NA,"I agree to participate","2016-12-06 09:52:35",326.09,NA,100,NA,36,NA,NA,"Female",0,1,0,0,0,0,0,1,0,0,0,0,0,0,"2nd",1,0,0,1,0,0,"-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","d","d","d","b","b","a","c","a","a","c","d","a","d","b","e","d","d","b","a","c","b","d","e","e","d","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-",459,225,110538,"Fall","2016",0,0,1,0,0,25,35,15,19,0,17,19,0,14,12,"N/A","No","Yes","Yes",NA,"Yes",NA,NA,NA,NA,"2",NA,NA,NA,"1","Facilitate small group discussions/activities during lecture (more than 50% of the total class time)",NA,30,"0",NA,"online",0,"Public","PCA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1,0,1,1,1,0,0,0,0,1,1,0,0,1,0,1,0,0,0,1,0,0,0
"2393","619","16936","Student",NA,NA,NA,"I agree to participate","2016-12-02 12:57:29",1334.774,NA,100,NA,24,NA,NA,"Female",0,1,0,0,0,0,1,0,0,0,0,0,0,1,"3rd",1,0,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"c","d","b","e","b","c","e","a","a","d","d","d","e","c","d","d","d","b","b","a","b","b","e","b","e","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-",NA,NA,NA,"-","-","-",459,225,110538,"Fall","2016",0,0,1,0,0,25,35,15,19,0,17,19,0,14,12,"N/A","No","Yes","Yes",NA,"Yes",NA,NA,NA,NA,"2",NA,NA,NA,"1","Facilitate small group discussions/activities during lecture (more than 50% of the total class time)",NA,30,"0",NA,"online",0,"Public","PCA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0
"2394","619","16935","Student",NA,NA,NA,"I agree to participate","2016-12-04 00:45:53",447.516,NA,100,NA,24,NA,NA,"Male",1,0,0,0,0,0,1,0,0,0,0,0,1,0,"1st",1,1,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"c","d","c","c","e","c","b","c","c","d","b","a","b","e","c","d","b","a","e","a","b","b","e","c","a","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-",NA,NA,NA,"-","-","-",459,225,110538,"Fall","2016",0,0,1,0,0,25,35,15,19,0,17,19,0,14,12,"N/A","No","Yes","Yes",NA,"Yes",NA,NA,NA,NA,"2",NA,NA,NA,"1","Facilitate small group discussions/activities during lecture (more than 50% of the total class time)",NA,30,"0",NA,"online",0,"Public","PCA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0
"2395","619","8792","Student","I agree to participate","2016-09-24 11:25:00",259.714,NA,NA,NA,100,NA,32,NA,NA,NA,"Female",0,1,0,0,0,0,0,1,0,0,0,0,0,0,"2nd",1,0,0,0,0,0,"c","d","b","b","c","e","c","b","d","a","c","a","b","b","b","b","b","c","b","c","c","a","d","c","b","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"-","-","-",NA,NA,NA,459,225,110538,"Fall","2016",0,0,1,0,0,25,35,15,19,0,17,19,0,14,12,"N/A","No","Yes","Yes",NA,"Yes",NA,NA,NA,NA,"2",NA,NA,NA,"1","Facilitate small group discussions/activities during lecture (more than 50% of the total class time)",NA,30,"0",NA,"online",0,"Public","PCA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,1,0,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0,1,0,1,0,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2396","619","16937","Student","I agree to participate","2016-09-22 00:33:01",1145.703,"I agree to participate","2016-12-02 13:26:55",1351.45,100,100,24,52,2.2671259647096,"0.36842105263158","Female",0,1,0,0,0,0,1,1,0,0,0,0,0,0,"1st",1,0,0,0,1,0,"c","d","b","e","d","a","b","a","e","d","d","c","c","a","a","d","d","c","a","b","b","d","e","b","e","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","c","b","d","a","b","a","b","d","d","a","d","d","b","a","a","d","a","c","b","a","b","d","e","d","b","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-",459,225,110538,"Fall","2016",0,0,1,0,0,25,35,15,19,0,17,19,0,14,12,"N/A","No","Yes","Yes",NA,"Yes",NA,NA,NA,NA,"2",NA,NA,NA,"1","Facilitate small group discussions/activities during lecture (more than 50% of the total class time)",NA,30,"0",NA,"online",0,"Public","PCA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,0,0,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1,0,1,1
"2397","619","11610","Student",NA,NA,NA,"I agree to participate","2016-12-09 12:09:18",467.731,NA,100,NA,24,NA,NA,"Male",1,0,0,0,0,0,0,1,0,0,0,0,0,0,"1st",1,0,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"a","e","a","b","d","a","b","d","d","b","b","e","b","c","b","c","d","a","b","c","b","a","d","c","c","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-",NA,NA,NA,"-","-","-",459,225,110538,"Fall","2016",0,0,1,0,0,25,35,15,19,0,17,19,0,14,12,"N/A","No","Yes","Yes",NA,"Yes",NA,NA,NA,NA,"2",NA,NA,NA,"1","Facilitate small group discussions/activities during lecture (more than 50% of the total class time)",NA,30,"0",NA,"online",0,"Public","PCA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0
"2398","619","16938","Student",NA,NA,NA,"I agree to participate","2016-12-07 16:44:48",3222.833,NA,100,NA,64,NA,NA,"Male",1,0,0,0,0,0,0,1,0,0,0,0,0,0,"Graduate",1,0,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"c","b","d","e","b","a","c","d","b","d","b","a","d","c","b","d","e","b","e","b","c","d","d","d","b","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-",NA,NA,NA,"-","-","-",459,225,110538,"Fall","2016",0,0,1,0,0,25,35,15,19,0,17,19,0,14,12,"N/A","No","Yes","Yes",NA,"Yes",NA,NA,NA,NA,"2",NA,NA,NA,"1","Facilitate small group discussions/activities during lecture (more than 50% of the total class time)",NA,30,"0",NA,"online",0,"Public","PCA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,0,1,1,1,0,0,1,1,1,1,0,1,1,0,1,0,0,1,1,1,1,1
"2399","619","16939","Student","I agree to participate","2016-09-23 23:56:03",1696.454,"I agree to participate","2016-12-02 12:10:30",206.26,100,100,24,36,0.971625413446973,"0.15789473684211","Male",1,0,0,0,0,0,0,0,0,0,0,0,0,1,"1st",1,0,0,1,0,0,"b","a","a","b","d","d","a","a","e","d","d","b","a","b","b","d","d","c","b","b","b","d","b","c","b","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","c","a","d","d","b","a","d","a","c","b","b","d","d","c","c","d","d","b","a","a","b","b","e","a","c","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-",459,225,110538,"Fall","2016",0,0,1,0,0,25,35,15,19,0,17,19,0,14,12,"N/A","No","Yes","Yes",NA,"Yes",NA,NA,NA,NA,"2",NA,NA,NA,"1","Facilitate small group discussions/activities during lecture (more than 50% of the total class time)",NA,30,"0",NA,"online",0,"Public","PCA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,1,0,0,1,0,0,1,1,0,1,0,1,1,0,0,0,0,1,0,1,0,0,1,0,1,0,1,0,0,0,0,0
"2400","619","11586","Student","I agree to participate","2016-09-21 18:01:01",622.38,NA,NA,NA,100,NA,28,NA,NA,NA,"Female",0,1,0,0,0,0,0,1,0,0,0,0,0,0,"1st",1,0,0,0,0,0,"c","d","b","c","d","a","b","c","a","a","e","c","a","a","b","d","a","b","c","b","b","d","c","e","e","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"-","-","-",NA,NA,NA,459,225,110538,"Fall","2016",0,0,1,0,0,25,35,15,19,0,17,19,0,14,12,"N/A","No","Yes","Yes",NA,"Yes",NA,NA,NA,NA,"2",NA,NA,NA,"1","Facilitate small group discussions/activities during lecture (more than 50% of the total class time)",NA,30,"0",NA,"online",0,"Public","PCA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2401","619","16940","Student","I agree to participate","2016-09-22 14:53:42",466.596,NA,NA,NA,100,NA,32,NA,NA,NA,"Male",1,0,0,0,0,0,1,0,0,0,0,0,1,0,"1st",1,0,0,0,0,0,"e","e","d","c","c","a","e","a","c","e","b","a","b","c","c","c","b","b","b","b","b","d","c","c","b","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"-","-","-",NA,NA,NA,459,225,110538,"Fall","2016",0,0,1,0,0,25,35,15,19,0,17,19,0,14,12,"N/A","No","Yes","Yes",NA,"Yes",NA,NA,NA,NA,"2",NA,NA,NA,"1","Facilitate small group discussions/activities during lecture (more than 50% of the total class time)",NA,30,"0",NA,"online",0,"Public","PCA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,1,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
